x,y
-64.0844346866365,45.16376933023842
-63.901991871005954,45.34621214586896
-63.765546351491594,45.547707665383314
-63.58310353586105,45.73015048101388
-63.400660720230505,45.91259329664442
-63.18275427231367,46.009419330238416
-62.95168576032379,45.944369330238416
-62.73901605003597,45.83490069363789
-62.53752053052161,45.698455174123524
-62.33602501100725,45.562009654609156
-62.13519008129374,45.42396933023842
-61.95208667586234,45.24312131946425
-61.753886834011084,45.098719330238424
-61.56814834071743,44.924232984319346
-61.36665282120307,44.78778746480498
-61.16845966697091,44.643369330238414
-60.98271448605816,44.46889912966007
-60.7812189665438,44.332453610145706
-60.58303249993074,44.18801933023842
-60.397280631398885,44.0135652750008
-60.195785111884526,43.87711975548645
-60.01334229625398,43.694676939855896
-59.81184677673962,43.55823142034153
-59.62940396110908,43.37578860471099
-59.446961145478525,43.19334578908044
-59.26194343055762,43.017119330238415
-59.063022810333614,42.874457453935534
-58.92657729081925,42.67296193442118
-58.74413447518871,42.49051911879063
-58.561691659558164,42.30807630316009
-58.4250846866365,42.106647659836696
-58.24280332441325,41.92413796801516
-58.06036050878271,41.74169515238461
-57.92391498926835,41.540199632870255
-57.7414721736378,41.35775681723972
-57.605026654123435,41.156261297725365
-57.4225838384929,40.97381848209481
-57.28613831897853,40.772322962580446
-57.10369550334799,40.58988014694991
-56.967249983833625,40.38838462743554
-56.830804464319264,40.18688910792119
-56.6687346866365,39.99600750366592
-56.5386346866365,39.791883583908415
-56.4085346866365,39.587759664150894
-56.2784346866365,39.38363574439339
-56.14857686674746,39.17941151034938
-56.018234686636504,38.97538790487836
-55.921683123834924,38.75736776743685
-55.78523760432057,38.55587224792248
-55.69298468663651,38.33607155337346
-55.558343861408034,38.13382850500996
-55.4327846866365,37.92782371385843
-55.331450118495496,37.71178476209741
-55.19500459898113,37.510289242583056
-55.10455637558296,37.28974101918487
-54.9681108560686,37.08824549967052
-54.8473346866365,36.8802595228385
-54.74121711315606,36.66620175675797
-54.6047715936417,36.46470623724362
-54.514323370243524,36.244158013845436
-54.37787785072916,36.04266249433108
-54.261884686636506,35.83269533181857
-54.150984107816626,35.62061875141853
-54.014538588302266,35.41912323190418
-53.92409036490409,35.198575008506
-53.787644845389735,34.997079488991645
-53.676434686636505,34.78513114079864
-53.5607511024772,34.575035746079095
-53.42430558296283,34.37354022656474
-53.33385735956466,34.152992003166574
-53.19741184005029,33.95149648365221
-53.0909846866365,33.73756694977871
-52.970518097137756,33.529452740739686
-52.8340725776234,33.327957221225304
-52.743624354225226,33.107408997827136
-52.63563468663651,32.89412667851629
-52.5055346866365,32.69000275875878
-52.38028509179833,32.48386973540025
-52.28983686840015,32.263321512002065
-52.15339134888579,32.06182599248771
-52.0501846866365,31.84656248749637
-51.9200846866365,31.64243856773885
-51.79005208645889,31.438286730060824
-51.699603863060716,31.217738506662627
-51.56315834354636,31.016242987148274
-51.464734686636504,30.79899829647644
-51.33626460063382,30.59419924423574
-51.20453468663651,30.390750456961413
-51.10937085772129,30.172155501323203
-50.97292533820692,29.970659981808836
-50.8792846866365,29.75143410545651
-50.74603159529438,29.5486162388963
-50.6190846866365,29.343186265941483
-50.51913785238185,29.126572495983766
-50.38269233286749,28.9250769764694
-50.29224410946931,28.70452875307123
-50.1637346866365,28.499745994679074
-50.0336346866365,28.295622074921553
-49.92890484704242,28.080989490644328
-49.79245932752806,27.879493971129975
-49.70201110412988,27.6589457477318
-49.57828468663651,27.452181803659137
-49.4481846866365,27.248057883901616
-49.33867184170299,27.035406485304897
-49.20222632218862,26.833910965790544
-49.111778098790445,26.61336274239237
-48.975332579276085,26.411867222878
-48.8627346866365,26.2004936928817
-48.74843883636355,25.98982347996546
-48.611993316849194,25.788327960451106
-48.52154509345101,25.56777973705293
-48.38509957393666,25.366284217538563
-48.277284686636506,25.15292950186177
-48.14718468663651,24.948805582104242
-48.02176031150975,24.742744955111668
-47.8869846866365,24.54055774258923
-47.794866568597214,24.32070121219914
-47.65842104908286,24.119205692684773
-47.5219755295685,23.917710173170406
-47.38553001005414,23.716214653656053
-47.24908449053978,23.514719134141686
-47.11263897102542,23.313223614627333
-46.976284686636504,23.111690304286647
-46.8397479319967,22.910232575598613
-46.70330241248233,22.708737056084246
-46.52085959685179,22.5262942404537
-46.384414077337425,22.32479872093935
-46.20197126170689,22.142355905308804
-46.019528446076336,21.95991308967826
-45.8370856304458,21.777470274047715
-45.65464281481525,21.595027458417164
-45.45314729530089,21.458581938902803
-45.27070447967034,21.27613912327225
-45.06920896015599,21.139693603757905
-44.86771344064162,21.003248084243538
-44.679362257231304,20.83506933023842
-44.4752383374738,20.70496933023842
-44.27111441771628,20.57486933023842
-44.06699049795877,20.444769330238422
-43.86286657820125,20.314669330238416
-43.65874265844374,20.184569330238418
-43.4572448040411,20.04812944764302
-43.255749284526736,19.911683928128653
-43.054253765012376,19.7752384086143
-42.85275824549802,19.638792889099932
-42.651262725983656,19.502347369585564
-42.433999139898674,19.403969330238418
-42.229218983071114,19.27545362667304
-42.00867075967294,19.185005403274864
-41.78812253627478,19.094557179876688
-41.56361427640388,19.01366933023842
-41.34702608947842,18.91366073308034
-41.12647786608024,18.823212509682165
-40.897353332666604,18.753469330238417
-40.66628482067672,18.688419330238418
-40.43521630868684,18.62336933023842
-40.20414779669696,18.55831933023842
-39.973079284707076,18.49326933023842
-39.742010772717194,18.42821933023842
-39.48737678287393,18.420061426475847
-39.25292915650506,18.36316933023842
-39.02186064451517,18.29811933023842
-38.768574001027964,18.28670864462987
-38.53277902830305,18.233069330238422
-38.30171051631316,18.168019330238423
-38.04369741209091,18.168019330238423
-37.810170291899986,18.10890493550191
-37.55461579587877,18.102969330238416
-37.29660269165652,18.102969330238416
-37.065534179666635,18.037919330238417
-36.807521075444384,18.037919330238417
-36.549507971222134,18.037919330238417
-36.29149486699988,18.037919330238417
-36.033481762777626,18.037919330238417
-35.77546865855537,18.037919330238417
-35.51745555433312,18.037919330238417
-35.25944245011087,18.037919330238417
-35.00142934588861,18.037919330238417
-34.77036083389873,18.102969330238416
-34.51234772967648,18.102969330238416
-34.28127921768659,18.168019330238423
-34.04468204771579,18.219721969159146
-33.792197601474456,18.233069330238422
-33.561129089484574,18.29811933023842
-33.33006057749469,18.36316933023842
-33.09899206550481,18.42821933023842
-32.86792355351493,18.49326933023842
-32.636855041525045,18.55831933023842
-32.40578652953516,18.62336933023842
-32.17471801754528,18.688419330238418
-31.964484517713117,18.803769499161795
-31.739525585797885,18.883569330238416
-31.523388070916766,18.98466594595815
-31.30283984751859,19.07511416935634
-31.082291624120415,19.16556239275451
-30.8691407223031,19.27386933023842
-30.66024788120788,19.39245613566704
-30.43969965780971,19.482904359065216
-30.238204138295345,19.619349878579584
-30.025700451040677,19.729219330238422
-29.82157653128317,19.85931933023842
-29.61745261152565,19.98941933023842
-29.41316935635409,20.119134660520828
-29.211673836839722,20.255580180035196
-29.010178317325362,20.392025699549563
-28.827735501694818,20.574468515180094
-28.626239982180458,20.71091403469446
-28.443797166549913,20.893356850325006
-28.242301647035553,21.02980236983936
-28.05985883140501,21.212245185469918
-27.86117111040516,21.35546933023842
-27.675920496260105,21.531133520614816
-27.49347768062956,21.713576336245367
-27.3570321611152,21.915071855759734
-27.174589345484655,22.097514671390265
-26.99214652985411,22.279957487020823
-26.85570101033975,22.481453006535176
-26.680684686636503,22.66697197584287
-26.536812675194845,22.865391341680088
-26.400367155680485,23.06688686119444
-26.263921636166124,23.268382380708807
-26.127476116651764,23.46987790022316
-26.030184686636503,23.687591574630424
-25.900084686636504,23.891715494387938
-25.764136854224866,24.093417162650056
-25.639884686636506,24.29996333390295
-25.53724311131233,24.5154609055626
-25.4447346866365,24.735155765650354
-25.314634686636502,24.939279685407868
-25.219901145001614,25.158052871873316
-25.119484686636504,25.374472117155257
-25.03900469820526,25.599149318669667
-24.924334686636506,25.809664548902646
-24.81211095529273,26.02119306158219
-24.721662731894547,26.241741284980364
-24.631214508496377,26.46228950837854
-24.534034686636502,26.68004941239745
-24.40432076558384,26.884333251291082
-24.338884686636504,27.115241844144826
-24.22342431878748,27.325429698087433
-24.13297609538931,27.545977921485616
-24.013634686636507,27.754558195649736
-23.948584686636508,27.985626707639625
-23.818484686636502,28.18975062739713
-23.72518590568042,28.409118111194502
-23.623334686636504,28.624943059144528
-23.544289458884073,28.850214557990853
-23.428184686636506,29.060135490891923
-23.31739571597153,29.27225830090339
-23.22694749257336,29.49280652430157
-23.1029346866365,29.699451842396826
-23.00005374966082,29.914850267214106
-22.907784686636504,30.13464427414422
-22.777684686636505,30.338768193901743
-22.682711783350115,30.55744223352481
-22.582534686636507,30.77396062564914
-22.45581804043757,30.979485976437346
-22.322334686636502,31.182208465164152
-22.228924297525026,31.401529719349895
-22.092478778010666,31.603025238864262
-21.956033258496305,31.804520758378615
-21.81958773898196,32.00601627789297
-21.683142219467584,32.20751179740735
-21.54669669995323,32.4090073169217
-21.364253884322686,32.591450132552254
-21.227808364808325,32.79294565206661
-21.045365549177774,32.975388467697144
-20.862922733547222,33.157831283327695
-20.680479917916685,33.34027409895823
-20.49803710228614,33.522716914588784
-20.29654158277178,33.65916243410314
-20.09504606325742,33.795607953617505
-19.911409716509944,33.975169330238415
-19.707285796752416,34.105269330238414
-19.49055950471434,34.20494451216058
-19.28906398519998,34.34139003167495
-19.068515761801805,34.43183825507312
-18.863845525490014,34.560619330238424
-18.632777013500117,34.62566933023842
-18.425923795491087,34.74918022138384
