segment_id,left_x0,left_y0,left_x1,left_y1,right_x1,right_y1,right_x0,right_y0
64,-33.86510159402011,-8.537327581429631,-32.176665808013695,-8.215871468780746,-32.659080513587746,-5.897686282247662,-34.20510188335507,-6.164590159132201
65,-32.176665808013695,-8.215871468780746,-30.5861819744427,-7.905451838847023,-31.136455569759512,-5.575230669761581,-32.659080513587746,-5.897686282247662
66,-30.5861819744427,-7.905451838847023,-29.008639050863017,-7.578158236403961,-29.519638632193796,-5.24998066976158,-31.136455569759512,-5.575230669761581
67,-29.008639050863017,-7.578158236403961,-27.446900397965862,-7.210297546656629,-28.00576622341716,-4.92473066976158,-29.519638632193796,-5.24998066976158
68,-27.446900397965862,-7.210297546656629,-25.95877216693463,-6.889994250080643,-26.391502580993414,-4.5634892824647695,-28.00576622341716,-4.92473066976158
69,-25.95877216693463,-6.889994250080643,-24.37208226104075,-6.560454922456946,-24.859117075178503,-4.25375274806542,-26.391502580993414,-4.5634892824647695
70,-24.37208226104075,-6.560454922456946,-22.79131116890095,-6.225730669761578,-23.268880625668977,-3.885849529077981,-24.859117075178503,-4.25375274806542
71,-22.79131116890095,-6.225730669761578,-21.21355698605672,-5.899132986768887,-21.73626177837101,-3.575244452911927,-23.268880625668977,-3.885849529077981
72,-21.21355698605672,-5.899132986768887,-19.634288734998098,-5.569934528197598,-20.120973791032153,-3.2334306697615816,-21.73626177837101,-3.575244452911927
73,-19.634288734998098,-5.569934528197598,-18.051313772124423,-5.215256221048996,-18.58617478118453,-2.9081806697615775,-20.120973791032153,-3.2334306697615816
74,-18.051313772124423,-5.215256221048996,-16.48079151407791,-4.85968066976158,-17.059401051942814,-2.581647810396405,-18.58617478118453,-2.9081806697615775
75,-16.48079151407791,-4.85968066976158,-14.999921707945449,-4.53443066976158,-15.453764847182104,-2.192630669761577,-17.059401051942814,-2.581647810396405
76,-14.999921707945449,-4.53443066976158,-13.411411016413524,-4.19691970907118,-13.924131321846248,-1.86738066976158,-15.453764847182104,-2.192630669761577
77,-13.411411016413524,-4.19691970907118,-11.846152206359363,-3.835747816524013,-12.3166971191519,-1.538766439237129,-13.924131321846248,-1.86738066976158
78,-11.846152206359363,-3.835747816524013,-10.266526975917312,-3.493630669761579,-10.807345006645836,-1.19683503636452,-12.3166971191519,-1.538766439237129
79,-10.266526975917312,-3.493630669761579,-8.69067266834634,-3.1580177620245657,-9.199346155381653,-0.826580669761583,-10.807345006645836,-1.19683503636452
80,-8.69067266834634,-3.1580177620245657,-7.10653798293663,-2.8020450203890186,-7.692072270104656,-0.5013306697615789,-9.199346155381653,-0.826580669761583
81,-7.10653798293663,-2.8020450203890186,-5.534491503821292,-2.452830669761582,-6.075379323377218,-0.1393073160008605,-7.692072270104656,-0.5013306697615789
82,-5.534491503821292,-2.452830669761582,-4.03898320074807,-2.127580669761578,-4.543721714457741,0.1666874785035234,-6.075379323377218,-0.1393073160008605
83,-4.03898320074807,-2.127580669761578,-2.4491692410303703,-1.8023306697615809,-2.951906619627085,0.5394693302384184,-4.543721714457741,0.1666874785035234
84,-2.4491692410303703,-1.8023306697615809,-0.8719583194901336,-1.4770806697615768,-1.332451398693438,0.8647193302384224,-2.951906619627085,0.5394693302384184
85,-0.8719583194901336,-1.4770806697615768,0.7026473542683583,-1.138641402158215,0.1990492885269853,1.189969330238419,-1.332451398693438,0.8647193302384224
86,0.7026473542683583,-1.138641402158215,2.2699336269744017,-0.7790843640542819,1.7217737878939103,1.5152193302384234,0.1990492885269853,1.189969330238419
87,2.2699336269744017,-0.7790843640542819,3.8560579373336834,-0.4465635018980359,3.350326180996734,1.8426229515972048,1.7217737878939103,1.5152193302384234
88,3.8560579373336834,-0.4465635018980359,5.338400700487426,-0.1249589463343385,4.8698945212062,2.1855294875954736,3.350326180996734,1.8426229515972048
89,5.338400700487426,-0.1249589463343385,6.915318705726647,0.2142193302384214,6.475367741940729,2.552200891434763,4.8698945212062,2.1855294875954736
