segment_id,kappa,delta_kappa,delta_psi,d_left,d_right,d_inner,left_bd_idx,right_bd_idx,s_m,x_m,y_m
36,0.02071603913147305,-0.0003157688209847048,0.01798964534653269,0.6583830730356358,0.8803347053998121,0.8803347053998121,119,1883,28.72123077453525,-53.51935796185367,19.10508334409752
37,0.020400270310488345,-0.0019437646491008917,0.0154913716975984,0.6871882024397239,0.8882697693046614,0.8882697693046614,122,1881,29.519042740494562,-53.00321473375554,18.496816795299004
38,0.018456505661387453,-0.0027723330980852293,0.01210761362944801,0.6841307948288391,0.8760593467209499,0.8760593467209499,125,1878,30.316854706453874,-52.47621154857504,17.897931624511113
39,0.015684172563302224,-0.0031780407671463274,0.010188078555553481,0.6949425926246545,0.8288544448143937,0.8288544448143937,128,1874,31.114666672413186,-51.93996253815854,17.307246874929838
40,0.012506131796155897,-0.0035349711054615124,0.006988322040435868,0.7469671237073131,0.8092816551096597,0.8092816551096597,132,1871,31.912478638372498,-51.39658669816776,16.723082340451178
41,0.008971160690694384,-0.0037900003742376417,0.005489474713849418,0.7899951095763413,0.7867513032592415,0.7867513032592415,135,1868,32.71029060433181,-50.847287377810126,16.144483699277817
42,0.0051811603164567425,-0.00395204968366979,0.0014238001470667783,0.8445795432171258,0.7015515350806976,0.7015515350806976,138,1865,33.50810257029112,-50.29396564187036,15.56974570107016
43,0.001229110632786952,-0.004182172061285204,-0.0035461368168285823,0.8870420309259517,0.6359921000445913,0.6359921000445913,141,1861,34.305914536250434,-49.7374816511615,14.998037768343462
44,-0.0029530614284982524,-0.0044760314848458225,-0.005050827151971138,0.9466730875435588,0.5983640046042757,0.9466730875435588,143,1858,35.103726502209746,-49.18015596276814,14.427093782009697
45,-0.007429092913344075,-0.004697169409335585,-0.009797847875518073,0.998779330542051,0.5565518549353932,0.998779330542051,147,1855,35.901538468169065,-48.624876526700476,13.854195717898211
46,-0.01212626232267966,-0.005000156737870354,-0.012565473882493183,1.073095919705806,0.4753437402693548,1.073095919705806,150,1852,36.69935043412838,-48.072490103598284,13.278492362543828
47,-0.017126419060550013,-0.005098551531605908,-0.01708808230970016,1.1202889048677949,0.4540828945830923,1.1202889048677949,153,1849,37.49716240008769,-47.52577107109645,12.697404861459498
48,-0.02222497059215592,-0.004473251651386206,-0.02341524626134417,1.1564797763206847,0.4050499518991517,1.1564797763206847,156,1846,38.294974366047,-46.98647304596878,12.109576905284097
49,-0.026698222243542128,-0.002725944939842642,-0.02642638628262528,1.200003553460065,0.36771937255475334,1.200003553460065,158,1842,39.09278633200631,-46.45728715330905,11.51260727779964
50,-0.02942416718338477,0.00010285716036325179,-0.02857388623007573,1.1828755963257407,0.3635866246306061,1.1828755963257407,162,1839,39.890598297965624,-45.94222008676923,10.903407682579385
51,-0.02932131002302152,0.003230787840151246,-0.024808538866994745,1.1874235914954911,0.36808325552974047,1.1874235914954911,166,1836,40.688410263924936,-45.44346540035703,10.280855291697728
52,-0.026090522182870272,0.005559273965433931,-0.017223415648329077,1.1269855204593322,0.4339138370786483,1.1269855204593322,168,1833,41.48622222988425,-44.96274818362038,9.64437057349892
53,-0.02053124821743634,0.005456047370576722,-0.009365128556873437,1.0793952571179815,0.47800629324038457,1.0793952571179815,172,1830,42.28403419584356,-44.49787736602459,8.996031298321636
54,-0.01507520084685962,0.0011028532122366042,-0.0027960891277891697,1.0006231622042998,0.5353719661792959,1.0006231622042998,174,1826,43.08184616180287,-44.044164646177805,8.339670646423183
55,-0.013972347634623015,-0.007961949820443267,-0.0017910683685196105,0.9351065459135116,0.6327450512555177,0.9351065459135116,178,1823,43.879658127762184,-43.59663641375429,7.6791160035964205
56,-0.02193429745506628,-0.01863697774134545,-0.01513004769519144,0.83587351713032,0.727196540369601,0.83587351713032,180,1820,44.677470093721496,-43.150969438533764,7.0173312375608115
57,-0.04057127519641173,-0.02654787627214692,-0.04666956557858759,0.7386920796557269,0.7964454531185234,0.7386920796557269,183,1817,45.47528205968081,-42.70632907191306,6.354511686950086
58,-0.06711915146855865,-0.027489164861798907,-0.08691099760357002,0.6651515409200323,0.8716432721466525,0.6651515409200323,186,1814,46.27309402564013,-42.27125974954161,5.68425828602569
59,-0.09460831633035756,-0.021429444186643498,-0.11525665434659249,0.5662634985040296,0.9975697286126856,0.5662634985040296,189,1810,47.07090599159944,-41.86860274402173,4.995582648373337
60,-0.11603776051700106,-0.011608623079832472,-0.12175618385840803,0.43183620823215596,1.1247077197400004,0.43183620823215596,192,1806,47.86871795755875,-41.52772663944433,4.275575163674178
61,-0.12764638359683353,-0.0013306912799067594,-0.10176831675090092,0.37452433956932896,1.1749019602748518,0.37452433956932896,195,1802,48.66652992351806,-41.27210577729411,3.52170842288321
62,-0.1289770748767403,0.006061694579234722,-0.09409320171673574,0.34619298277818644,1.2262683143470037,0.34619298277818644,198,1798,49.464341889477375,-41.10992248547157,2.7422984938309733
63,-0.12291538029750557,0.007878458155158835,-0.09084052375896778,0.290449370840732,1.2901134259298173,0.290449370840732,200,1794,50.26215385543669,-41.027549671986975,1.9484105980638322
64,-0.11503692214234673,0.004140051188053134,-0.08183636194151012,0.22497385723068034,1.357211236602586,0.22497385723068034,203,1791,51.059965821396,-41.020135466193764,1.1508281535087648
65,-0.1108968709542936,-0.002493769791784173,-0.08711086798703294,0.1622824137521032,1.386936112138231,0.1622824137521032,206,1786,51.85777778735531,-41.08507070755254,0.35628167762771795
66,-0.11339064074607777,-0.01586358960559056,-0.08120713759020326,0.1709094863652353,1.3935607110744548,0.1709094863652353,209,1781,52.65558975331462,-41.214695447136215,-0.43003414293619174
67,-0.12925423035166833,-0.037878071977264255,-0.10265715944630616,0.17185744208823892,1.391314540158905,0.17185744208823892,212,1777,53.453401719273934,-41.41229961230182,-1.2023289093113534
68,-0.16713230232893259,-0.05899200297774518,-0.13658477303552408,0.16768904331590193,1.394597337931076,0.16768904331590193,215,1774,54.251213685233246,-41.67210925865476,-1.9566583201154994
69,-0.22612430530667776,-0.05628999037625598,-0.23811825615351712,0.13277506803334327,1.3774246145084632,0.13277506803334327,218,1770,55.04902565119256,-42.00883365198761,-2.6825070044760766
70,-0.28241429568293375,-0.036285664905124804,-0.3385568312006568,0.12200040721803303,1.431778561682279,0.12200040721803303,221,1765,55.84683761715187,-42.442378467865616,-3.357497881310373
71,-0.31869996058805855,-0.026599450725487472,-0.3475139150963038,0.20466726421996553,1.5237505904803297,0.20466726421996553,223,1761,56.64464958311119,-43.01274834330005,-3.9014954138730595
72,-0.345299411313546,-0.030687581118983398,-0.2141684486353288,0.11030683706456267,1.6560622002920184,0.11030683706456267,226,1753,57.4424615490705,-43.72519942975433,-4.222377795764023
73,-0.3759869924325294,-0.017802135788080042,-0.2337107349953902,0.11790110725268702,1.5961134651502962,0.11790110725268702,228,1746,58.24027351502981,-44.51121590898688,-4.281966348154665
74,-0.39378912822060946,0.002229941128670254,-0.36989150778088176,0.1764345019385881,1.519585886446558,0.1764345019385881,232,1741,59.038085480989125,-45.314611533976255,-4.169977142191487
75,-0.3915591870919392,0.016019218000474122,-0.44104441824530527,0.12257242941770252,1.519126552782812,0.12257242941770252,234,1737,59.83589744694844,-46.04820224681866,-3.883574972704312
76,-0.3755399690914651,0.04316235165042731,-0.29776161922227695,0.09008025324424136,1.4396642783547986,0.09008025324424136,236,1729,60.63370941290775,-46.62065028065188,-3.3586651639645284
77,-0.3323776174410378,0.09741565950280262,-0.1820439334383348,0.2939126912094514,1.2882148067490236,0.2939126912094514,238,1723,61.43152137886706,-46.91625847611664,-2.6346806377703036
78,-0.23496195793823516,0.13790225270558926,-0.09650977490163104,0.4735269279094322,1.1295402099881826,0.4735269279094322,241,1718,62.22933334482637,-46.98831568301378,-1.8351868569195178
79,-0.09705970523264588,0.1442369539453182,0.03312913700996489,0.6258523642885806,0.9163808662911652,0.6258523642885806,243,1714,63.027145310785684,-46.91480462733804,-1.039785237237524
80,0.04717724871267232,0.12657792738272952,0.15751670435371246,0.8353267915473489,0.7224056619405402,0.7224056619405402,246,1710,63.824957276744996,-46.76441494231301,-0.25215294923181747
81,0.17375517609540184,0.09337844929925562,0.2909805422308467,1.0953970065617107,0.49831260736071925,0.49831260736071925,249,1707,64.62276924270431,-46.64048611183852,0.5381821052142961
82,0.26713362539465746,0.047860786676497735,0.33795389074323,1.3115567419367349,0.2654632677655381,0.2654632677655381,254,1705,65.42058120866362,-46.6420626483334,1.3352922427459064
83,0.3149944120711552,0.002827444812748714,0.29783570787282176,1.3802226466705914,0.15871983832489336,0.15871983832489336,261,1703,66.21839317462293,-46.86981220915747,2.0903363153225434
84,0.3178218568839039,-0.028648209142807357,0.2146592522032349,1.4349455386573502,0.1825511899975268,0.1825511899975268,267,1701,67.01620514058224,-47.33426026083003,2.726119852595963
85,0.28917364774109655,-0.03809466454421012,0.16223493289841118,1.4735955248320212,0.06412021323602793,0.06412021323602793,271,1698,67.81401710654156,-47.96782923002886,3.1998600060939255
86,0.25107898319688643,-0.02382041937866866,0.14710463301515153,1.5082954499087484,0.06946541001897971,0.06946541001897971,277,1695,68.61182907250087,-48.69289704256643,3.5301028449197904
87,0.22725856381821777,-0.0015502839623631193,0.16210100795858384,1.5747680610938595,0.03881717901398267,0.03881717901398267,281,1692,69.40964103846018,-49.46263413890515,3.7391234950728323
88,0.22570827985585465,0.012505092307730753,0.19427664138162548,1.580983711512351,0.10966251082584882,0.10966251082584882,285,1689,70.20745300441949,-50.25522754277941,3.8331258629873615
89,0.2382133721635854,0.012552770499648647,0.22052425068304604,1.5944907523770289,0.01642149105037397,0.01642149105037397,290,1686,71.0052649703788,-51.05093678919474,3.7980510239013445
90,0.25076614266323405,0.0026637334406382496,0.2277347697751897,1.5586042741058044,0.03903915354208885,0.03903915354208885,295,1683,71.80307693633813,-51.82224141636232,3.610666116089599
91,0.2534298761038723,-0.011779089625854139,0.206319951059716,1.5014778682355687,0.07313290194960567,0.07313290194960567,300,1680,72.60088890229744,-52.532942879181505,3.2595652293384343
92,0.24165078647801816,-0.025464199753595235,0.1775078914576267,1.4120772673219082,0.1657667103085818,0.1657667103085818,305,1678,73.39870086825675,-53.147681632557365,2.7557164175383964
93,0.21618658672442292,-0.032072185111452656,0.14590724043445524,1.3993802842041754,0.215227965810405,0.215227965810405,309,1675,74.19651283421607,-53.64699181861764,2.135591126246006
94,0.18411440161297027,-0.029562536433089565,0.11336510178446346,1.4038078804933047,0.1956277059253114,0.1956277059253114,314,1672,74.99432480017538,-54.02896279122208,1.43703128254263
95,0.1545518651798807,-0.021029655416692522,0.08698072957996139,1.4036519763331212,0.17861807649854167,0.17861807649854167,317,1669,75.79213676613469,-54.305590626169014,0.6896048578751401
96,0.13352220976318818,-0.010480534851967052,0.08400664692116155,1.3856881532359147,0.20177363614578112,0.20177363614578112,322,1666,76.589948732094,-54.49607851764755,-0.08507480223602541
97,0.12304167491122113,0.0002317779516038121,0.09181944338184023,1.3961148462930697,0.2018737621042999,0.2018737621042999,325,1663,77.38776069805331,-54.618668525386866,-0.8741429891030884
98,0.12327345286282494,0.00850042815681136,0.10351528078888173,1.4029344562422545,0.2415077684548036,0.2415077684548036,329,1660,78.18557266401262,-54.67458424208402,-1.6702457491254166
99,0.1317738810196363,0.012090070729587815,0.116669365764833,1.4125722789798356,0.2092728816997426,0.2092728816997426,333,1657,78.98338462997194,-54.65728736022379,-2.467293074192892
100,0.14386395174922412,0.010261723642540715,0.12633940364727625,1.4154082874214824,0.20043742000855302,0.20043742000855302,335,1654,79.78119659593125,-54.55773811319118,-3.2581725341642804
101,0.15412567539176483,0.0043583688855818314,0.13742431450931392,1.394608101761771,0.19745947712332165,0.19745947712332165,340,1651,80.57900856189056,-54.36678512931294,-4.0321615091083505
102,0.15848404427734666,-0.002842604532317966,0.13742222454506692,1.4265614306196397,0.18085212590309935,0.18085212590309935,344,1648,81.37682052784987,-54.07997943657354,-4.775530186661118
103,0.1556414397450287,-0.009192199764360282,0.12201031415142305,1.444598629538344,0.12383530808810696,0.12383530808810696,348,1644,82.17463249380918,-53.6943861585114,-5.47197877767355
104,0.14644923998066842,-0.013591512928933042,0.10350203916626333,1.4598531427318207,0.14160196845079706,0.14160196845079706,352,1642,82.9724444597685,-53.21719710675061,-6.108804768629313
105,0.13285772705173537,-0.015055201098075788,0.08887996294354705,1.4634383359979575,0.10951823431305344,0.10951823431305344,356,1639,83.77025642572781,-52.66534962300962,-6.683547108880325
106,0.11780252595365959,-0.013363389031991676,0.07944156542512282,1.4982058714504736,0.11082962563172097,0.11082962563172097,360,1636,84.56806839168712,-52.05630557512812,-7.198848869716623
107,0.10443913692166791,-0.010090298513784624,0.07372982708606202,1.507059073850339,0.08875224354924675,0.08875224354924675,364,1633,85.36588035764643,-51.40409243218766,-7.65793878252123
108,0.09434883840788329,-0.006695193438531227,0.06767962673830707,1.515410346458845,0.11352219993564869,0.11352219993564869,368,1629,86.16369232360574,-50.71790981077695,-8.063582426793046
109,0.08765364496935206,-0.0036294503821306945,0.06336885829235817,1.4859937970784598,0.14518564799471356,0.14518564799471356,372,1626,86.96150428956506,-50.00355612204749,-8.417654216563411
110,0.08402419458722137,-0.001078295737083415,0.06245849540181725,1.4478868314029871,0.1293958079629172,0.1293958079629172,376,1623,87.75931625552437,-49.26669499074596,-8.722686956376934
111,0.08294589885013795,0.00017137889851502608,0.06530758685305305,1.3946442631645688,0.15827630061145898,0.15827630061145898,379,1620,88.55712822148368,-48.511915195687536,-8.98047231522135
112,0.08311727774865298,-0.0005519167037287137,0.07039196169860773,1.3388510591474574,0.2340341675517183,0.2340341675517183,383,1617,89.35494018744299,-47.74244349687616,-9.190663256690923
113,0.08256536104492426,-0.0037043199992485842,0.07087722202031577,1.289390110249043,0.3197534855096525,0.3197534855096525,387,1614,90.1527521534023,-46.9612280621515,-9.350121474638687
114,0.07886104104567568,-0.008494982770312826,0.06306796214319732,1.2053659294231431,0.35690455508514607,0.35690455508514607,391,1611,90.95056411936162,-46.17079627489484,-9.454230444491122
115,0.07036605827536285,-0.012871593333459962,0.0506597042913719,1.088748571156059,0.47696972569476553,0.47696972569476553,394,1608,91.74837608532093,-45.374525539580226,-9.502128422544144
116,0.05749446494190289,-0.014762553571400022,0.030390528495309432,0.9419808204521454,0.6064328483210192,0.6064328483210192,398,1605,92.54618805128025,-44.57679230150677,-9.499745205969376
117,0.04273191137050287,-0.013479674740254428,0.016221284475001596,0.8417187648828344,0.7542419472165608,0.7542419472165608,401,1602,93.34400001723957,-43.78000463971943,-9.456958739395672
118,0.02925223663024844,-0.009282248950718126,0.009117875239935902,0.699047122338668,0.850229883876528,0.850229883876528,404,1599,94.14181198319888,-42.98440801803356,-9.389940779482663
119,0.019969987679530316,-0.003941106056805137,0.00558880218452984,0.6411277441722008,0.9403411861216063,0.9403411861216063,407,1595,94.93962394915819,-42.190401643340174,-9.310066691745599
120,0.01602888162272518,0.0001946304539667855,0.012243244747454085,0.5252315091750277,1.0537107883059718,1.0537107883059718,410,1593,95.7374359151175,-41.39743733198186,-9.222987208040587
121,0.016223512076691964,0.0023508541072546525,0.016817792172087564,0.4822513264023708,1.1091793197075954,1.1091793197075954,414,1589,96.53524788107681,-40.60494697312022,-9.131474488380107
122,0.018574366183946617,0.0023557603665331356,0.01904659457001978,0.4075282944036868,1.1594619007106612,1.1594619007106612,416,1586,97.33305984703613,-39.813502785294155,-9.030249127840543
123,0.020930126550479752,0.0005869121912520474,0.019923966380527958,0.35578340627013333,1.2569628742501653,1.2569628742501653,420,1583,98.13087181299544,-39.023880517742384,-8.915729481131418
124,0.0215170387417318,-0.0018410589668246997,0.018115814121188567,0.30428780085463736,1.2786962861558564,1.2786962861558564,423,1580,98.92868377895475,-38.23682250731148,-8.786231381444304
125,0.0196759797749071,-0.003739091418084022,0.014286662371843839,0.26252896495089006,1.3049087079455592,1.3049087079455592,426,1576,99.72649574491406,-37.45236262424898,-8.6410531592834
126,0.015936888356823078,-0.004784931174401267,0.009015827579985203,0.2213628285458232,1.3426725926370233,1.3426725926370233,429,1573,100.52430771087337,-36.67063030824291,-8.481682080701374
127,0.01115195718242181,-0.004733456039379182,0.0034241188819601476,0.252623168833699,1.3223256957498053,1.3223256957498053,432,1569,101.32211967683268,-35.89117489514587,-8.311141867484045
128,0.006418501143042629,-0.0037040233808646873,-0.0005303638746188,0.26593669109710527,1.3190934992578074,1.3190934992578074,435,1565,102.119931642792,-35.11339248690821,-8.133604935166348
129,0.0027144777621779417,-0.00214511683522178,-0.0016492383166641922,0.2637490160049286,1.3233115439305154,1.3233115439305154,439,1563,102.91774360875131,-34.33639537389538,-7.9534459025859245
130,0.0005693609269561616,-0.0006065370257614903,-0.0011381618401111737,0.29358330827106005,1.293328416482051,1.293328416482051,442,1560,103.71555557471062,-33.559174742895955,-7.7736693613232895
131,-3.717609880532868e-05,0.0004527253119309169,0.0005436679641430686,0.33094446643225756,1.262239652744171,0.33094446643225756,445,1556,104.51336754066993,-32.78162808944566,-7.595167864561704
132,0.00041554921312558817,0.0010785526738432394,0.0016179222426528916,0.3606825239172465,1.2287996516588628,1.2287996516588628,448,1553,105.31117950662924,-32.00383618576753,-7.417541730709904
133,0.0014941018869688277,0.0011885810205686377,0.0018219886958612541,0.35527083616088734,1.1983459325085757,1.1983459325085757,451,1550,106.10899147258856,-31.22601428679519,-7.239463759940411
134,0.0026826829075374654,0.000720330767379187,0.0027234215867686373,0.38997054181614393,1.1737167274669742,1.1737167274669742,455,1546,106.90680343854787,-30.448632827438065,-7.060162465693257
135,0.0034030136749166524,-6.150564910925192e-05,0.004718258352502058,0.42304338610542663,1.1350245029317092,1.1350245029317092,458,1543,107.70461540450718,-29.671592103397124,-6.879448057226128
136,0.0033415080258074005,-0.0008428543720516097,0.0035137053434235455,0.44536916680671784,1.15479275502742,1.15479275502742,461,1539,108.50242737046649,-28.894996603388208,-6.69660638279463
137,0.002498653653755791,-0.0015627165122989923,0.0011793950292253719,0.44498641695148844,1.1285306704962788,1.1285306704962788,464,1537,109.3002393364258,-28.119171276497216,-6.51007825699535
138,0.0009359371414567986,-0.00188698691618148,-0.0012437034567254202,0.4880864372624904,1.0909170881695367,1.0909170881695367,467,1533,110.09805130238512,-27.344050897068023,-6.320836193316829
139,-0.0009510497747246815,-0.001541697803422215,-0.004028907569829876,0.4825089724250576,1.082287782524903,0.4825089724250576,470,1529,110.89586326834443,-26.569275857522907,-6.130709930809157
140,-0.0024927475781468963,-0.0006997824041464172,-0.003674906063106498,0.5392198414067482,1.0699631565565249,0.5392198414067482,473,1527,111.69367523430374,-25.79426177264966,-5.941546628371557
141,-0.0031925299822933135,0.00033356190493964407,-0.00305127384668058,0.5251174614179783,1.0396082519483216,0.5251174614179783,477,1523,112.49148720026307,-25.01848720572976,-5.755506197082997
142,-0.0028589680773536694,0.0010567384218735849,-0.0017986642797724883,0.549942476183934,0.9999891394142542,0.549942476183934,480,1520,113.28929916622238,-24.242027420731297,-5.572316315397237
143,-0.0018022296554800845,0.0010912476455462328,0.00016777825195601892,0.5507960821217577,1.0033203271265527,0.5507960821217577,483,1516,114.08711113218169,-23.464990531908224,-5.391491411218768
144,-0.0007109820099338518,0.0005973279910207742,0.0012983811667268697,0.5626631040878427,1.0098636734622501,0.5626631040878427,486,1513,114.884923098141,-22.687613377371036,-5.212060669716641
145,-0.00011365401891307761,0.00014410633359875506,0.0012000737192887634,0.608449620926721,0.9719179759315723,0.608449620926721,489,1510,115.68273506410031,-21.910242537165573,-5.032494005870292
146,3.045231468567745e-05,-4.886991991942153e-05,-0.0008235658007711422,0.5913885221370355,0.9643442284481049,0.9643442284481049,492,1506,116.48054703005963,-21.13310145366775,-4.851917230236601
147,-1.8417605233744083e-05,6.153594887612219e-06,-0.0015737481052777724,0.6159159538112823,0.9754253857452014,0.6159159538112823,496,1504,117.27835899601894,-20.356188272641358,-4.670410443452641
148,-1.2264010346131864e-05,0.00024640044300852215,-0.00020203983268540782,0.6411065824528946,0.9428233457538668,0.6411065824528946,499,1500,118.07617096197825,-19.579206758111738,-4.489562384028068
149,0.00023413643266239029,0.0004692419448230782,0.001040644068557306,0.6277996815951895,0.9060551310827367,0.9060551310827367,502,1497,118.87398292793756,-18.801897906173135,-4.309927224435856
150,0.0007033783774854685,0.0003490211255796604,0.002145739830488047,0.6727015851599064,0.9059105919941827,0.9059105919941827,505,1493,119.67179489389687,-18.02452375576478,-4.1304424153450086
151,0.001052399503065129,-0.00014227277580163076,0.0015048120058933634,0.6536507415709385,0.9158543564094361,0.9158543564094361,508,1491,120.46960685985619,-17.247335591248458,-3.9501484519747048
152,0.0009101267272634982,-0.00058145863230243,0.00031957336735422004,0.6836799131986587,0.8782388611010772,0.8782388611010772,512,1487,121.2674188258155,-16.470526663736862,-3.7681850557365357
153,0.00032866809496106815,-0.0006493711387166483,-0.0007824685524053798,0.6863349653163863,0.9005847720184483,0.9005847720184483,515,1483,122.06523079177481,-15.694008786426844,-3.5850567704454757
154,-0.0003207030437555802,-0.0003413866892397823,-0.0019122562428832701,0.7009108599984698,0.8752167318691139,0.7009108599984698,518,1481,122.86304275773412,-14.917574040456484,-3.4016861424835247
155,-0.0006620897329953625,0.00016837287686597877,-0.0007182352179793128,0.6797841985623904,0.8582579826755383,0.6797841985623904,521,1477,123.66085472369343,-14.140990220408824,-3.218921734302979
