segment_id,s,ds,x,y,kappa,delta_kappa,width,d_left,d_right,delta_psi,psi,center_x,center_y,center_s,raceline_s,left_proj_x,left_proj_y,right_proj_x,right_proj_y,left_boundary_source,right_boundary_source,left_bd_idx,right_bd_idx
10,0.10260806512517506,0.014403600056574928,-64.8263509139212,44.8971320673149,0.0,0.0,5.689271422631046,4.084084446360141,1.605186976270906,1.1376409815961703,-1.721000800543931,-65.1252346866365,44.931061265113236,0.10260806512517506,0.09946189008475283,-60.7812189665438,44.332453610145706,-66.4262346866365,45.052953006234006,inner,outer,17,1
11,0.11701166518174999,0.014403600056574928,-64.82820972385215,44.88340762525244,0.0,0.0,5.690668932408317,4.0843182865468,1.606350645861517,0.602696775065839,-1.7047931462256034,-65.1252346866365,44.91665766505666,0.11701166518174999,0.1134238460372806,-60.7812189665438,44.332453610145706,-66.4262346866365,45.052953006234006,inner,outer,17,1
12,0.13141526523832492,0.014403600056574956,-64.83005137421873,44.86968151796552,0.0,0.0,5.69069278107386,4.084314167151608,1.6063786139222522,0.022274720557110606,-1.7041711488915314,-65.1252346866365,44.902254065000086,0.13141526523832492,0.1273858019898084,-60.7812189665438,44.332453610145706,-66.4262346866365,45.052953006234006,inner,outer,17,1
13,0.14581886529489987,0.014403600056574928,-64.8318930245853,44.855955410678604,0.0,0.0,5.690692781073878,4.084314167151618,1.6063786139222596,1.9489795288056326e-11,-1.704171148891057,-65.1252346866365,44.88785046494351,0.14581886529489987,0.14134775794233617,-60.7812189665438,44.332453610145706,-66.4262346866365,45.052953006234006,inner,outer,17,1
14,0.1602224653514748,0.024555025619532572,-64.83373467495186,44.84222930339169,0.0,0.0,2.4966649886726966,0.8902863747504297,1.6063786139222669,0.11432264955200307,-1.7041711488909872,-65.1252346866365,44.87344686488694,0.1602224653514748,0.15530971389486395,-63.9543346866365,44.70163230625869,-66.4262346866365,45.052953006234006,inner,outer,1998,1
15,0.18477749097100737,0.029001366872155904,-64.83687429086424,44.818829256544866,0.0,33.54605286457944,2.496557586389332,0.8902832748579874,1.6062743115313445,0.3757533829986964,-1.699853859915263,-65.1252346866365,44.8488918392674,0.18477749097100737,0.1791118317519623,-63.9543346866365,44.70163230625869,-66.4262346866365,45.052953006234006,inner,outer,1998,1
16,0.21377885784316328,0.029001366872155904,-64.84035998808316,44.791178514933954,1.7966055737623468,6.059189226718411,5.690323469186453,4.084975475088935,1.6053479940975168,1.449176049256469,-1.6846641964700932,-65.1252346866365,44.819890472395244,0.21377885784316328,0.2072239568624692,-60.7812189665438,44.332453610145706,-66.4262346866365,45.052953006234006,inner,outer,17,1
17,0.24278022471531918,0.4513748152174372,-64.84320316800414,44.76348879653518,0.35144953942375057,-3.3566982053259253,2.4730720774672736,0.890804531891266,1.5822675455760076,0.28461476953930265,-1.618375023107567,-65.1252346866365,44.79088910552309,0.24278022471531918,0.23533608197297612,-63.9543346866365,44.70163230625869,-66.4262346866365,44.78509208999722,inner,outer,1998,2
18,0.6941550399327564,0.5273128337348315,-64.86243394055482,44.32758251167814,0.18412770546088972,-0.253536104569299,5.315585969642212,3.8816809834412123,1.433904986201,0.19131336867470838,-1.552134223595149,-65.07528791784505,44.34232804640175,0.6941550399327564,0.6728708138034022,-60.98271448605816,44.46889912966007,-66.2961346866365,44.3032594419884,inner,outer,16,4
19,1.221467873667588,0.9494812228401714,-64.8255239979412,43.816268784563086,0.1033168853183068,-0.11283914302857385,5.372532490501336,4.077013906257679,1.2955185842436574,0.1140486347922698,-1.4368800352365174,-64.96113506377138,43.82814856880397,1.221467873667588,1.1840151477817384,-60.7812189665438,44.332453610145706,-66.10098468663651,43.58051046997518,inner,outer,17,7
20,2.1709490965077594,1.1856979111708372,-64.67085136977352,42.905530395081165,0.017487529687275172,-0.04831982585268892,2.378751179631731,1.2320454420496645,1.1467057375820668,0.02992503720916558,-1.388872176942654,-64.6615873912775,42.92717744416137,2.1709490965077594,2.1043833167795523,-63.45438986051775,43.10262450411966,-65.78773459697749,42.63881924057941,inner,outer,1991,11
21,3.3566470076785966,1.185697911170847,-64.45044602633455,41.77733715668176,0.000145401398599725,-0.0073743613455511435,2.402892826704208,1.3662657746793427,1.0366270520248653,0.008951039129587628,-1.3749438824298048,-64.28663678965711,41.802325639300214,3.3566470076785966,3.2537252829371432,-63.09414333575929,41.961777979361216,-65.49008247699587,41.69066712059778,inner,outer,1986,15
22,4.542344918849444,1.1856979111710224,-64.22344229652965,40.65039493841678,-2.809036806505184e-15,-6.131468953055305e-05,2.37364343183026,1.4926462874848483,0.8809971443454114,0.011199872302948138,-1.3682965671179463,-63.91168618803671,40.677473834439056,4.542344918849444,4.403067249094743,-62.783434686636504,41.05842529888557,-65.09501867896073,40.51500332256265,inner,outer,1982,20
23,5.728042830020466,1.1856979111710464,-63.98808918168451,39.525385471765404,-1.2172492828188106e-15,1.8557949241240303e-15,2.380239149975896,1.6448895603819005,0.7353495895939959,0.02524469615721007,-1.349198915923034,-63.53673558641627,39.552622029577726,5.728042830020466,5.5524092152525135,-62.3931346866365,39.93002733116859,-64.6999548809256,39.33933952452752,inner,outer,1977,25
24,6.913740741191512,1.1856979111709904,-63.718290949154856,38.40824059922396,1.5917875236861585e-15,-5.987822092034603e-30,2.379021513029807,1.7492189580705353,0.6298025549592716,0.03542646628103164,-1.310266989685179,-63.16178498479582,38.42777022471637,6.913740741191512,6.701751181410308,-62.01185739264972,38.79789203625164,-64.30489108289048,38.1636757264924,inner,outer,1972,30
25,8.099438652362503,1.1856979111710508,-63.396240702776375,37.30530223592151,-1.2172492828188248e-15,-8.291849660979488e-16,2.3595413548750477,1.7495912086943763,0.6099501461806711,0.031735608560749945,-1.2677646671041085,-62.78683438317538,37.30291841985507,8.099438652362503,7.851093147568047,-61.74205909128944,37.87759373489136,-64.00723896290884,37.21552360651077,inner,outer,1968,34
26,9.285136563533554,1.1856979111709052,-63.032592223998805,36.21513550545464,-3.7453824086734417e-16,7.10729970941125e-16,2.367454753234564,1.7624280637540468,0.605026689480517,0.02223168659653488,-1.2373168562043277,-62.411883781554934,36.17806661499371,9.285136563533554,9.000435113725846,-61.3523346866365,36.74895734777526,-63.612175164873726,36.03985980847564,inner,outer,1963,39
27,10.470834474704459,1.185697911171058,-62.64391238863726,35.13356168692139,4.681728010841788e-16,-7.896999677123054e-17,2.396549380792375,1.7655088102063905,0.6310405705859845,0.017674125789942045,-1.216661046336381,-62.03693317993453,35.053214810132495,10.470834474704459,10.149777079883501,-61.0270846866365,35.85162789204813,-63.2171113668386,34.86419601044052,inner,outer,1959,44
28,11.656532385875517,1.1856979111709727,-62.23553309666531,34.059301249758825,-5.618073613009986e-16,7.896999677123714e-16,2.388481280884636,1.7059187183487652,0.6825625625358708,0.01852378534899066,-1.1966896272332657,-61.661982578314074,33.92836300527113,11.656532385875517,11.299119046041307,-60.65977314817992,34.71370779178183,-62.9135346866365,33.918497923653305,inner,outer,1954,48
29,12.84223029704649,1.1856979111709514,-61.80399765848152,32.99417060470913,2.3408640054209326e-15,7.107299709411699e-16,2.3724813919855166,1.611227266062958,0.7612541259225584,0.019169890228227026,-1.1740807185889943,-61.28703197669365,32.803511200409844,12.84223029704649,12.44846101219903,-60.29952662342146,33.57286126702337,-62.5232346866365,32.740860895863634,inner,outer,1949,53
30,14.02792820821744,1.1856979111708856,-61.347454973982934,31.93941414175542,1.123614722602089e-15,-0.0008766244093636504,2.407458574949006,1.5407927254276894,0.8666658495213162,0.01451350726974332,-1.1526241085813898,-60.91208137507323,31.678659395548582,14.02792820821744,13.59780297835673,-59.9862846866365,32.670557908654786,-62.129331650786725,31.56471629438865,inner,outer,1945,58
31,15.213626119388326,1.185697911170994,-60.87053452445047,30.89358361407221,-0.0020788234621255,-0.0010614831920135802,2.42433513906706,1.428899194018337,0.9954359450487231,0.0040937116654538065,-1.1407187526264935,-60.537130773452816,30.553807590687384,15.213626119388326,14.74714494451437,-59.5959846866365,31.54215994093782,-61.7342678527516,30.38905249635351,inner,outer,1940,63
32,16.39932403055932,1.0553544890690425,-60.388962904438465,29.849898337618896,-0.0025171968070260035,0.0060154018534814705,2.400197529899259,1.2980667601737441,1.1021307697255152,-0.006043418137103439,-1.143213959352479,-60.16218017183239,29.428955785826076,16.39932403055932,15.896486910672111,-59.21724068031189,30.408975323913793,-61.4173846866365,29.448866136498992,inner,outer,1935,67
