segment_id,abs_kappa_01,abs_delta_kappa_01,abs_delta_psi_01,inv_d_inner_01,D_prior_local
403,0.244753,0.03861887,0.11770584,0.9329854,0.33155742
404,0.2598042,0.028236302,0.12439754,0.907545,0.33190307
405,0.2708094,0.0033621944,0.11779597,0.9115638,0.32996312
406,0.27212137,0.019906491,0.10308205,0.8996568,0.327304
407,0.26436222,0.027070474,0.0994152,0.89121413,0.3199759
408,0.25381136,0.017878514,0.096921936,0.87141997,0.30097178
409,0.24684249,0.0030829797,0.10076704,0.8553719,0.2860081
410,0.24563931,0.011106112,0.101014555,0.86239624,0.29073486
411,0.24996902,0.026974887,0.10246547,0.86165625,0.29994977
412,0.26048267,0.0587961,0.107993,0.8547483,0.31856722
413,0.28339672,0.09397644,0.11568863,0.86630714,0.3541289
414,0.3200203,0.11800172,0.14220595,0.88027006,0.40135065
415,0.36600626,0.118207045,0.18492731,0.89269626,0.4495912
416,0.41207224,0.111452036,0.19578288,0.91148263,0.48553047
417,0.45550582,0.08250616,0.20945798,0.96968347,0.52420044
418,0.4876595,0.020023987,0.20054936,0.95089173,0.5166537
419,0.4954644,0.094105974,0.2229853,0.894878,0.53291655
420,0.45879042,0.24332792,0.20292296,0.85295177,0.53688157
421,0.363966,0.4272796,0.13466594,0.71600425,0.47414452
422,0.19745716,0.61839646,0.018107697,0.60921675,0.35338336
423,0.04348457,0.7277947,0.13409962,0.36496764,0.2341569
424,0.3271014,0.62932175,0.28159335,0.46205723,0.48072034
425,0.5723442,0.33001322,0.42795068,0.5931016,0.61152405
426,0.70094913,0.020191997,0.40918568,0.69716334,0.6196435
427,0.6930787,0.32501575,0.25487733,0.6900202,0.6501041
428,0.5664212,0.50791883,0.10329911,0.565483,0.5627632
429,0.36848807,0.49502826,0.0075363773,0.43261188,0.36436647
430,0.17557825,0.31798607,0.03141966,0.3994906,0.15188727
431,0.051660158,0.1263564,0.014778358,0.3682983,-0.041823696
432,0.0024184454,0.0045373742,0.0024548809,0.31524414,-0.15486398
433,0.0041883793,0.055581536,0.015271601,0.25129527,-0.15351607
434,0.025849769,0.045162737,0.027049158,0.16120893,-0.17119871
435,0.043451045,0.012835716,0.029333279,0.10728794,-0.1900662
436,0.04845477,0.011904105,0.021652747,0.08039874,-0.19987601
437,0.043814085,0.027787132,0.010429631,0.035521746,-0.218807
438,0.03298393,0.032326046,0.0044087404,0.025961459,-0.2312255
439,0.020384999,0.025958719,0.002883375,0.03040868,-0.24204114
440,0.010267356,0.015528727,0.00020926607,0.03628868,-0.2523536
441,0.004214191,0.008425149,0.0007475217,0.019551873,-0.26556692
442,0.0009292256,0.004699465,0.0008955127,0.02430433,-0.26757166
443,0.0008602956,0.002680771,0.0015887747,0.8574668,0.05836691
444,0.0019067281,0.0009485115,0.0006602764,0.8732976,0.06444903
445,0.0022781144,0.0007324599,0.0017085365,0.85141134,0.05635421
446,0.0019909216,0.0015142246,0.0002799082,0.8528657,0.056447163
447,0.0013990817,0.0012916649,0.0,0.8784346,0.06596441
448,0.0008939716,0.00037517305,1.3879216e-05,0.8507761,0.05417866
449,0.00074601016,0.0010091111,0.000121272606,0.86343515,0.059403554
450,0.0011410116,0.002462915,0.0009142407,0.86740994,0.06219779
451,0.0021025473,0.002933606,0.0013177571,0.8458328,0.05471158
452,0.0032475074,0.0016052193,0.0020440419,0.84401894,0.054661304
453,0.0038748067,0.0005188269,0.002644769,0.8566317,0.059996378
454,0.0036708647,0.0019001898,0.0017699591,0.8385408,0.052822404
455,0.0029286179,0.0026424523,0.0001940048,0.8090638,0.040131997
456,0.0018971179,0.0037405735,0.00015660166,0.81618774,0.042576455
457,0.00043769,0.0030506237,0.00021124317,0.8250047,0.044677567
458,0.0007092927,0.0012803812,0.00066912617,0.081612706,-0.2476964
459,0.0012100057,2.4084286e-05,0.0014683494,0.082841635,-0.24703047
460,0.0011988604,0.00077290623,0.0002805871,0.08068085,-0.24801505
461,0.0008959059,0.001026829,0.00051227346,0.07918477,-0.24862172
462,0.0004939999,0.0012339456,0.0008458684,0.063703775,-0.25452077
463,0.0009766173,0.0051331553,0.0008973153,0.063360035,-0.25280958
464,0.0029787219,0.010169789,0.0020478198,0.067892015,-0.2472885
465,0.006943557,0.016022613,0.0046108477,0.06920743,-0.24064462
466,0.013189185,0.01981132,0.007855007,0.047248244,-0.24156202
467,0.020911241,0.019024903,0.012436246,0.050931156,-0.23290937
468,0.028326834,0.01416077,0.016237102,0.064567745,-0.2225161
469,0.03384692,0.005485034,0.017600026,0.08468366,-0.21343203
470,0.035986148,0.0070615727,0.01682587,0.07988256,-0.21332523
471,0.033232555,0.019951329,0.013075167,0.12213695,-0.19573912
472,0.025455942,0.024040617,0.0071753957,0.17667133,-0.18139982
473,0.01608577,0.011116647,0.0010091094,0.24150908,-0.17093235
474,0.011751952,0.022507248,0.005678043,0.3112545,-0.14082971
475,0.020524584,0.07538842,0.004171214,0.37899524,-0.08688819
476,0.04990454,0.14034615,0.026756663,0.44127792,-0.0036735071
477,0.10459794,0.20259753,0.06474898,0.48982197,0.09926831
478,0.18355015,0.23204163,0.11116403,0.55244935,0.21475661
479,0.27397645,0.19969669,0.16009945,0.6336577,0.31817326
480,0.3517982,0.09975936,0.20497784,0.6539438,0.3609358
481,0.3906753,0.035477992,0.19924879,0.68483067,0.37429956
482,0.3768481,0.16113386,0.15311986,0.6627152,0.38448885
483,0.31405392,0.23442881,0.07983892,0.6471919,0.33537972
484,0.22269735,0.21561365,0.0218077,0.6377679,0.2367083
485,0.13867287,0.09655649,0.00021902709,0.6351965,0.1162497
486,0.10104392,0.079920694,0.0012532969,0.6208228,0.07454584
487,0.13219006,0.23017995,0.06704426,0.6190904,0.18323538
488,0.22189088,0.28742948,0.1467937,0.6249322,0.30427626
489,0.33390135,0.255633,0.22827505,0.67330575,0.41617528
490,0.433521,0.18909267,0.24895062,0.7658839,0.4940759
491,0.50721043,0.09462952,0.2112544,0.88119555,0.53251624
492,0.5440885,0.028834576,0.21815829,0.8095021,0.5160341
493,0.53285015,0.1371598,0.23398784,0.78132766,0.5372778
494,0.47939846,0.20807403,0.20056625,0.7431965,0.5059745
495,0.39831212,0.25931466,0.12804101,0.69823873,0.4349115
496,0.29725775,0.27925292,0.047164343,0.59003294,0.30718744
497,0.18843365,0.24213718,0.0030051076,0.49232703,0.15746409
498,0.094073184,0.15881926,0.0007817487,0.4189142,0.019712636
499,0.032180987,0.07474889,0.0032643215,0.33580464,-0.09538664
500,0.00305025,0.034499556,0.00063011236,0.26745915,-0.16203293
501,0.0103521,0.042160258,0.0010617949,0.71300185,0.023817295
502,0.026783338,0.07373567,0.012559241,0.77998847,0.08081393
503,0.05551923,0.10435402,0.032528933,0.8330246,0.1444123
504,0.09618682,0.120929725,0.06005197,0.89392644,0.21648303
505,0.1433138,0.11597524,0.08816158,0.91963464,0.27032107
506,0.18851008,0.09267145,0.100571156,0.9228221,0.3006959
507,0.22462507,0.05954405,0.10949909,0.94310933,0.3253435
508,0.24783061,0.034586262,0.10907941,0.9191262,0.32428816
509,0.26131034,0.020531962,0.10541969,0.93851787,0.33449998
510,0.26931322,0.012055189,0.11155868,0.894198,0.3235668
511,0.27401277,0.0037811236,0.117976904,0.94630784,0.3447622
512,0.275488,0.0076025827,0.11747447,0.9933245,0.36340338
513,0.27252358,0.021121982,0.11362486,0.9667425,0.35544738
514,0.26429078,0.027998954,0.10096552,0.9411549,0.33861816
515,0.25337806,0.029445667,0.09158718,0.98294127,0.34287125
516,0.2419016,0.028991533,0.094898574,0.9701584,0.33121404
517,0.2306021,0.028010596,0.09437177,0.95361316,0.31666
518,0.21968487,0.031074507,0.088922784,0.9313511,0.29983455
519,0.20757365,0.043606967,0.08065416,0.9125156,0.28564712
520,0.19057864,0.06004275,0.06837988,0.8867154,0.26508388
521,0.16717876,0.07363028,0.061670117,0.8445505,0.23429954
522,0.13848394,0.07925454,0.045021098,0.8036523,0.19257395
523,0.107597396,0.077412166,0.029125923,0.76874787,0.14814457
524,0.07742881,0.06746541,0.01530696,0.71149534,0.09243606
525,0.051136382,0.04993901,0.0057480917,0.64382935,0.033753384
526,0.031673834,0.029579613,0.0056198356,0.57827973,-0.0162173
527,0.020145163,0.017358998,0.004397406,0.5178497,-0.054935526
528,0.013378756,0.0202948,0.0073692473,0.4705289,-0.07681763
529,0.0054682945,0.036553368,0.0048788893,0.39337426,-0.10822666
530,0.008734408,0.057994887,0.0074319537,0.552145,-0.032921273
531,0.03133626,0.07732605,0.022373904,0.6241363,0.027647005
532,0.061471287,0.0891965,0.042943954,0.6913365,0.09136287
533,0.09623212,0.08535046,0.05517599,0.7492795,0.14493085
534,0.1294942,0.062166944,0.0692308,0.7842705,0.18090026
535,0.15372187,0.027804542,0.080549,0.8267596,0.20703666
536,0.1645588,0.0030799636,0.073961645,0.83723664,0.20735782
537,0.16335681,0.021139223,0.06456689,0.8627829,0.21950081
538,0.15511729,0.019351635,0.049494036,0.8880588,0.21642861
539,0.14757437,0.0026848912,0.04891922,0.90438426,0.21031928
540,0.14652634,0.019430606,0.06043909,0.9511076,0.23800905
541,0.15410003,0.032295145,0.07234468,0.92693377,0.24394082
542,0.16668692,0.027181927,0.08010707,0.96489793,0.26852626
543,0.17728123,0.0043877102,0.08110979,0.9466668,0.26152182
544,0.17899284,0.021635283,0.07386923,0.955013,0.269618
545,0.17056,0.038663357,0.06462544,0.93756527,0.2597499
546,0.15549147,0.039425742,0.052986093,0.95985705,0.25275278
547,0.14012586,0.02475991,0.045812372,0.94788647,0.22843218
548,0.13047539,0.0028967387,0.046219047,0.92647773,0.20473358
549,0.12934478,0.016098972,0.052365776,0.9241419,0.21038012
550,0.13562018,0.021248598,0.063414946,0.9271802,0.22249945
551,0.14390233,0.00870077,0.068007156,0.93647707,0.22929613
552,0.1472947,0.012411,0.06785206,0.9506848,0.23857771
553,0.14245647,0.027302753,0.05469937,0.9474792,0.2343698
554,0.13181508,0.0266055,0.040861163,0.9448771,0.21979444
555,0.121445395,0.009638532,0.03871225,0.8753368,0.17777285
556,0.117687576,0.013231446,0.04216468,0.8467393,0.16649038
557,0.122845516,0.02344806,0.05905411,0.8345587,0.17629023
558,0.13198477,0.013283587,0.0678913,0.80442846,0.17117774
559,0.13716303,0.014218589,0.06488329,0.74553883,0.1514628
560,0.13162042,0.0456925,0.052162454,0.6576866,0.11998273
561,0.1138127,0.06488136,0.03313892,0.57912576,0.07481905
562,0.08852725,0.061687868,0.018805983,0.5025657,0.017094497
563,0.06448627,0.042051177,0.01113711,0.43799198,-0.038868744
564,0.04809755,0.017104989,0.012373618,0.3904022,-0.080345534
565,0.04143013,0.003381459,0.017507203,0.34255737,-0.10800401
566,0.042749614,0.012872682,0.020672332,0.29763287,-0.11970192
567,0.04776774,0.010012467,0.023849642,0.2683658,-0.12715212
568,0.05167127,0.0002469685,0.02423835,0.23432821,-0.1411385
569,0.05157327,0.011355597,0.021896483,0.2232641,-0.14211585
570,0.047146335,0.020044232,0.01710875,0.24311745,-0.13627118
571,0.039333515,0.025344161,0.011099934,0.24563402,-0.14169158
572,0.029455366,0.02657137,0.0071949614,0.2857299,-0.13476187
573,0.01909898,0.023804797,0.003195022,0.30583185,-0.13765804
574,0.0098207025,0.01879719,0.0001230396,0.36441833,-0.12509869
575,0.002493846,0.013705798,0.0023720053,0.40986198,-0.11407967
576,0.002805363,0.010146714,0.003744701,0.4578005,-0.0957343
577,0.006761206,0.009950235,0.0034650483,0.4110437,-0.111293934
578,0.010640482,0.015945489,0.0043448885,0.36218935,-0.124791265
579,0.016856058,0.027018193,0.006774673,0.32695025,-0.12845378
580,0.027386567,0.038567457,0.013495848,0.28833246,-0.12817301
581,0.04241772,0.04514712,0.025592156,0.25010604,-0.12403513
582,0.06001291,0.043482676,0.034955263,0.22690642,-0.116273105
583,0.07695948,0.036396418,0.042377587,0.227359,-0.10256671
584,0.0911446,0.029916843,0.043176644,0.20681238,-0.101718426
585,0.10280469,0.025451802,0.041611016,0.1898064,-0.10160617
586,0.112724796,0.020517396,0.048878904,0.1770193,-0.09788892
587,0.12072199,0.012545637,0.055569626,0.16515625,-0.096759565
588,0.12561268,0.002170716,0.059029516,0.17148519,-0.09311462
589,0.124765,0.0251124,0.0546079,0.20676744,-0.07241536
590,0.114977166,0.033212528,0.04211113,0.24810183,-0.06550361
591,0.10203279,0.010906666,0.029465731,0.3148991,-0.063130565
592,0.106284775,0.118852586,0.015072572,0.34698105,-0.009558863
593,0.15260231,0.2716917,0.05414181,0.39607775,0.12326681
594,0.25847992,0.40258783,0.14187254,0.46133107,0.31145063
595,0.41536656,0.44401777,0.255489,0.56650996,0.50183105
596,0.58839804,0.35633358,0.3780258,0.7064583,0.64113355
597,0.7272598,0.15933667,0.3863101,0.8424886,0.69112825
598,0.78935367,0.10808624,0.39297652,0.7499639,0.688419
599,0.7472316,0.38804236,0.2773301,0.7254585,0.6999326
